genome	kingdom	phylum	class	order	family	genus	species
G001295905	2	1224	28216	0	0	0	1523421
G001295935	2	1224	28211	0	0	0	1523432
G001296005	2	1224	28211	0	0	0	1523418
G001296025	2	1224	28211	204457	335929	1111	1523423
G001296055	2	1224	28211	204457	41297	165696	1523427
G001296945	2	1224	28211	356	82115	34019	34021
G001297025	2	1239	91061	186826	33958	1578	1613
G001297765	2	1224	1236	91347	543	158851	379893
G001297905	2	1239	91061	186826	33958	1578	1613
G001298135	2	1239	91061	1385	186817	182709	405946
G001298265	2	1224	28211	356	41294	85413	1526658
G001298445	2	1117	0	1161	1162	1177	224012
G001298465	2	1224	29547	213849	72294	194	199
G001298505	2	201174	1760	85007	1653	1716	1719
G001298575	2	201174	1760	0	0	0	1592327
G001298675	2	1224	28216	80840	80864	12916	343013
G001299455	2	1239	186801	186802	0	0	1673726
G001299475	2	1239	186801	186802	0	1933048	1673724
G001302225	2	1090	0	0	0	0	1662223
G001302245	2	976	1853228	1853229	563835	0	1691979
G001302425	2	1052815	0	0	0	0	1569277
G001302565	2	201174	1760	85006	1268	1742989	256701
G001302585	2	201174	1760	85010	2070	2029	860235
G001302685	2	200795	301297	0	0	0	1703393
G001302725	2	1379697	0	0	0	0	1703423
G001302765	2	1224	28221	0	0	0	1703397
G001302805	2	1704031	0	0	0	0	1704032
G001302825	2	203682	0	0	0	0	1703414
G001302835	2	0	0	0	0	0	1703770
G001302865	2	1224	1236	118969	118968	776	1703354
G001302985	2	221216	0	0	0	0	1703767
G001303045	2	1224	1236	0	0	0	1703402
G001303065	2	1224	1236	0	0	0	1703403
G001303105	2	200795	292625	0	0	0	1703386
G001303125	2	221216	0	0	0	0	1703765
G001303185	2	221216	0	0	0	0	1703768
G001303225	2	0	0	0	0	0	1703772
G001303465	2	203682	666505	0	0	0	1703409
G001303565	2	200795	301297	0	0	0	1703394
G001303625	2	200795	301297	0	0	0	1703395
G001303695	2	203682	666505	0	0	0	1703411
G001303705	2	0	0	0	0	0	1703774
G001303745	2	40117	203693	0	0	0	1704026
G001303785	2	1703755	0	0	0	0	1703779
G001303875	2	1224	28211	204455	31989	204456	1529005
G001303955	2	976	200643	171549	815	816	1703352
G001304015	2	1379697	0	0	0	0	1703428
G001304035	2	0	0	0	0	0	1703762
G001304045	2	976	200643	171549	815	816	1703351
G001304075	2	0	0	0	0	0	1703761
G001304105	2	1224	28221	0	0	0	1703399
G001304155	2	1379697	0	0	0	0	1703427
G001304185	2	0	0	0	0	0	1703773
G001304255	2	1703755	0	0	0	0	1703778
G001304275	2	203682	666505	0	0	0	1703410
G001304315	2	1379697	0	0	0	0	1703426
G001304335	2	0	0	0	0	0	1703771
G001304345	2	200795	301297	0	0	0	1703392
G001304365	2	1224	28221	213462	213465	29526	1703361
G001304495	2	0	0	0	0	0	1703763
G001304505	2	976	200643	171549	815	816	1703353
G001304615	2157	28890	224756	94695	2206	2207	1715806
G001305055	2	1239	186801	0	0	0	1697790
G001305115	2	1239	186801	0	0	0	1697793
G001305135	2	1239	186801	0	0	0	1697794
G001305295	2	1224	1236	135619	135620	75687	619304
G001305515	2	1224	28211	356	45401	81894	665126
G001305575	2	1224	1236	72273	135617	1021	319938
G001305595	2	1224	28211	204441	41295	191	528244
G001305615	2	1224	28211	204455	31989	1609958	1609966
G001305655	2157	28890	183963	2235	0	1656823	1604004
G001305965	2	1224	28211	204457	335929	1041	1603897
G001306055	2	200795	292625	292629	292628	475960	360411
G001306095	2	200795	292625	292629	292628	475966	229920
G001306115	2	200795	292625	292629	292628	1434028	1134406
G001306135	2	200795	32061	189772	189773	64	70996
G001306145	2	200795	292625	292629	292628	1077886	869279
G001306415	2	976	117743	200644	49546	574891	346188
G001306455	2	976	768503	768507	89373	319458	1605367
G001306895	2	1224	1236	135622	267888	53246	1716175
G001306995	2	1224	1236	135614	32033	338	1732019
G001307035	2	201174	1760	85006	1268	1663	1732020
G001307195	2	1224	1236	72274	468	469	1324350
G001307545	2	201174	1760	85007	1762	1763	1766
G001307765	2	1224	28211	204455	31989	1658781	154981
G001307855	2	1224	28216	206389	75787	0	1691980
G001308005	2	1224	28216	206351	481	482	1696094
G001308105	2	976	768503	768507	1853234	59740	1085624
G001308145	2	1239	91061	186826	81850	46255	137591
G001308895	2	40117	203693	189778	189779	179	1502095
G001310225	2	976	117743	200644	49546	261827	1736674
G001310255	2	1224	28211	204458	76892	41275	1532555
G001310275	2	201174	1760	85007	85025	1817	1141647
G001310395	2	1239	91061	1385	186817	306539	1460638
G001310455	2	1224	1236	135623	641	657	1460644
G001310595	2	1239	91061	1385	186817	1386	1460653
G001310615	2	1239	91061	1385	186817	331971	1225341
G001310795	2	1224	28216	80840	80864	238749	164759
G001310815	2	1224	28211	204455	31989	258255	258256
G001310955	2	976	200643	171549	1573805	866673	570161
G001311035	2	1239	186801	186802	186803	1506553	342942
G001311075	2	1239	91061	186826	33958	1578	414682
G001311175	2	1239	91061	186826	33958	1578	171523
G001311195	2	1239	91061	186826	33958	1578	381742
G001311215	2	1239	91061	186826	33958	1578	640331
G001311255	2	1239	91061	186826	33958	1578	944671
G001311355	2	1239	91061	186826	33958	1578	390842
G001311375	2	1239	91061	186826	33958	1578	417373
G001311565	2	1224	28221	213115	213117	224474	392842
G001311645	2	1239	91061	186826	33958	1578	28038
G001311725	2	1239	91061	186826	33958	1578	1600
G001311785	2	1239	91061	186826	33958	1578	931533
G001311825	2	1224	28221	213115	194924	872	221711
G001311845	2	1224	28221	213118	213119	2299	90730
G001311885	2	1239	186801	186802	68298	862	402877
G001311905	2	1239	91061	1385	186817	373053	373054
G001311925	2	1239	186801	186802	186803	698776	425254
G001311945	2	201174	84992	84993	84994	1042325	667306
G001312005	2	1224	1236	135618	403	416	702114
G001312345	2	1224	1236	135618	403	1295378	1295382
G001312505	2	1239	186801	186802	541000	1263	592978
G001312805	2	1224	28221	29	49	224459	293647
G001312845	2	1239	91061	186826	33958	1578	33960
G001312865	2	1239	91061	186826	33958	1578	381741
G001312925	2	201174	1760	85007	85025	1827	402289
G001313065	2	1224	28216	206351	1499392	300264	1301084
G001313185	2	1239	91061	186826	33958	1578	480930
G001313205	2	1239	91061	186826	33958	1578	528209
G001313225	2	1239	91061	186826	33958	1578	1293415
G001314225	2	201174	1760	85006	85023	33882	1714373
G001314305	2	1224	1236	135614	32033	40323	128780
G001314325	2	1224	28211	204457	41297	165697	33050
G001314545	2	976	0	0	0	0	1666909
G001314555	2	1224	1236	135622	267893	0	1298881
G001314745	2	1224	1236	135619	28256	2745	1666906
G001314815	2	976	768503	768507	563798	246875	264027
G001314865	2	1117	0	1890424	1890438	1005722	268141
G001314905	2	1117	0	1150	1892254	1198	1666905
G001314945	2	1239	91061	186826	33958	1578	148814
G001314975	2	976	200643	171549	815	816	818
G001314995	2	976	200643	171549	815	816	28116
G001315015	2	1224	28211	204441	41295	191	192
G001315205	2	1224	1236	135623	641	662	1298600
G001315825	2157	28889	183924	2281	118883	41980	79601
G001315945	2157	28890	224756	2191	2194	2195	2197
G001315965	2157	28890	224756	2191	2194	45989	118126
G001315985	2157	28889	183924	2266	2267	164450	164451
G001316005	2157	28889	183924	2266	2267	164450	164451
G001316025	2157	28889	183924	2266	2267	164450	164452
G001316045	2157	28889	183924	2281	118883	2284	47303
G001316065	2157	28889	183924	114380	2272	56635	229980
G001316085	2157	28889	183924	2281	118883	2284	1294262
G001316125	2157	28889	183924	2266	2267	164450	164451
G001316145	2157	28889	183924	2266	2267	164450	164451
G001316225	2157	28890	183967	2301	90142	507753	312540
G001316245	2157	28889	183924	2266	2267	164450	1295370
G001316265	2157	28889	183924	2266	2267	164450	1295371
G001316285	2157	28889	183924	2266	2267	164450	1295372
G001316305	2157	28890	224756	94695	2206	2207	2208
G001316325	2157	28890	183925	2158	2159	2160	2162
G001316435	2	1239	186801	186802	31979	171003	1302151
G001317315	2157	28890	224756	94695	1392996	1392997	1719120
G001317345	2157	28890	183968	2258	2259	2263	1591054
G001317355	2	1239	186801	186802	31979	44261	36849
G001318295	2	74201	134549	0	0	134550	1704307
G001318345	2	976	200643	171549	815	816	246787
G001318385	2	1117	0	1890424	1890428	1142	1148
G001318405	2	1239	91061	186826	81852	1350	44008
G001321825	2	1224	1236	135622	267894	67572	1527299
G001321835	2	1224	28211	204455	31989	50056	1527300
G001368755	2	1239	91061	186826	33958	1578	1613
G001368815	2	1239	91061	1385	186817	200903	1462524
G001373415	2	1239	91061	1385	186822	44249	1527293
G001375495	2	201174	1760	2037	2049	1522056	1522309
G001375555	2	1239	91061	1385	186817	1924101	1522315
G001375675	2	1239	91061	1385	186817	1923871	1632858
G001399455	2	1224	1236	135623	641	662	1276888
G001399675	2	1239	91061	1385	186823	29330	471514
G001399695	2157	28890	183967	2301	90142	507753	507754
G001399705	2	200795	0	0	0	186475	186479
G001399755	2	1224	1236	0	0	492233	381306
G001399775	2	1297	188787	68933	188786	270	271
G001399795	2157	928852	0	0	0	0	1700836
G001399805	2157	928852	0	0	0	0	1700835
G001401455	2	204428	204429	51291	809	810	83554
G001401465	2	204428	204429	51291	809	810	83554
G001401475	2	204428	204429	51291	809	810	83554
G001401485	2	204428	204429	51291	809	810	83554
G001401775	2	1224	1236	135622	267890	22	1723761
G001401795	2	1224	1236	135622	267888	53246	1723759
G001402795	2	1117	0	1890424	1890436	1152	1681830
G001402855	2157	28890	224756	94695	2206	2207	1653396
G001402875	2	1224	28211	356	45401	59282	1079
G001402935	2157	28890	183967	2301	90142	507753	312540
G001402945	2157	28890	183967	2301	90142	507753	507754
G001403595	2	976	200643	171549	171551	1923867	1686296
G001403615	2	1239	186801	186802	31979	1924062	1650662
G001403635	2	1239	186801	186802	31979	1485	1347366
G001403735	2	1224	28211	204455	31989	188905	282197
G001403775	2	201174	1760	85006	85020	1161125	521392
G001403795	2	1224	28211	204455	31989	188905	420998
G001403875	2	1239	91061	1385	186822	44249	687436
G001404055	2	1224	28211	204455	31989	478070	311410
G001404335	2	1239	186801	186802	186803	1506553	39482
G001404455	2	1239	186801	186802	186803	572511	40520
G001404515	2	1224	28211	204455	31989	478070	311410
G001404695	2	201174	84998	84999	84107	102106	74426
G001405015	2	1239	186801	186802	31979	1485	84024
G001405375	2	201174	84998	84999	84107	102106	74426
G001405615	2	1239	186801	186802	186803	841	301302
G001406335	2	1239	186801	186802	186803	1407607	1150298
G001406535	2	1239	526524	526525	128827	191303	154288
G001406595	2	1239	526524	526525	128827	191303	154288
G001406695	2	1239	526524	526525	128827	1505663	1522
G001407835	2	1239	1737404	1737405	1570339	1945592	1689303
G001408335	2	201174	1760	85006	1268	57493	664639
G001408515	2	1224	28211	204455	31989	188905	313367
G001411495	2	1224	28216	80840	119060	32008	292
G001411945	2	1224	28211	204455	31989	245186	1700845
G001412105	2	201174	1760	85007	1653	1716	1544416
G001412125	2	1239	91061	1385	186817	129337	1699078
G001412215	2	976	117747	200666	84566	84567	1740090
G001412345	2	1224	28221	213462	213468	182623	1735324
G001412355	2157	28890	224756	2191	2194	45989	1735326
G001412365	2	1224	28221	69541	213421	890	1735325
G001412425	2	456828	0	0	0	456826	1732214
G001412545	2	1224	1236	72273	34064	262	263
G001412575	2	1224	28216	80840	80864	665874	1678129
G001412595	2	1224	28216	80840	75682	149698	1707785
G001412615	2157	28889	183924	114380	2307	2308	1273541
G001412655	2	976	117747	200666	84566	84567	1727164
G001413925	2	976	117743	200644	49546	363408	1453349
G001413955	2	976	117743	200644	49546	444459	1547436
G001413985	2	1297	188787	118964	183710	1298	1704277
G001414235	2	1224	28211	356	82115	34019	556287
G001414325	2	1239	186801	186802	186803	0	1703332
G001417755	2	201174	1760	85012	2004	83681	1691891
G001417815	2	201174	1760	85004	31953	1678	1329411
G001417955	2	201174	1760	85007	1762	1763	1778
G001418005	2	1224	28211	356	45404	28209	363953
G001418015	2	976	117743	200644	49546	291183	342955
G001418035	2	1224	28216	206351	1499392	397456	375574
G001418105	2	976	117743	200644	49546	291183	641549
G001418205	2	1224	1236	135619	135620	28253	1137284
G001418245	2	1224	28216	119069	206349	203470	876478
G001418255	2	1224	28216	80840	0	32012	339866
G001418335	2	201174	1760	85011	2062	1883	47760
G001418345	2	1224	1236	135622	267893	135575	1381080
G001418415	2	201174	1760	85011	2062	1883	35620
G001418465	2	201174	1760	85011	2062	1883	1967
G001418475	2	201174	1760	85011	2062	1883	249581
G001418495	2	201174	1760	85011	2062	1883	1650571
G001418575	2	201174	1760	85011	2062	1883	66896
G001418585	2	201174	1760	85011	2062	1883	1943
G001418655	2	201174	1760	85011	2062	1883	1923
G001418685	2	976	117743	200644	49546	1778601	1586267
G001418715	2157	28890	183968	2258	2259	2263	277988
G001418795	2	1224	1807140	225057	225058	119977	920
G001419695	2	201174	1760	85011	2062	1883	67344
G001419745	2	201174	1760	85011	2062	1883	545123
G001420005	2	1224	28211	204455	31989	245186	1225657
G001420285	2	976	117743	200644	49546	59732	452084
G001420315	2	1224	28211	356	41294	85413	53254
G001420595	2	1239	91061	1385	186817	1386	1637975
G001420645	2	1239	91061	1385	186817	1386	444060
G001420695	2	1239	91061	1385	186822	55080	54911
G001420715	2	1239	91061	1385	186817	1386	157838
G001420855	2	1239	91061	1385	186817	1386	1428
G001420915	2	1224	1236	135622	72275	261825	680279
G001420995	2	201174	1760	85010	2070	1847	1096856
G001421015	2	1239	91061	1385	186822	44249	1616788
G001421095	2	976	200643	171549	815	816	1702214
G001421175	2157	28890	183967	1235850	0	0	1713725
G001421185	2157	28890	183967	1235850	0	0	1713724
G001421285	2	1224	28211	204457	41297	13687	1735678
G001421325	2	1224	28211	204457	41297	165696	1735670
G001421505	2	1224	28211	204457	41297	13687	1735683
G001421515	2	976	117747	200666	84566	84567	1735684
G001421565	2	201174	1760	85006	85023	33877	1735688
G001421665	2	1224	28211	204457	41297	165695	1735693
G001421705	2	1224	28216	80840	0	54066	1735686
G001421785	2	1224	28211	204457	41297	13687	1736215
G001421805	2	1224	28211	204457	41297	13687	1736216
G001421995	2	1224	28211	204457	41297	13687	1736301
G001422145	2	201174	1760	85006	85023	96492	1736308
G001422205	2	201174	1760	85006	85023	2034	1736311
G001422215	2	1224	28211	356	119045	407	1736245
G001422375	2	1224	28211	356	119045	407	1736251
G001422405	2	1224	28216	80840	80864	747294	1736316
G001422445	2	1224	28216	80840	80864	747294	1736318
G001422605	2	1224	1236	91347	1903409	551	1736225
G001423045	2	201174	1760	85006	85023	33886	1736327
G001423105	2	201174	1760	85006	85023	447237	1736329
G001423135	2	201174	1760	85009	85015	1839	1736331
G001423185	2	201174	1760	85006	85023	190323	1736333
G001423245	2	1224	28211	356	255475	414371	1736336
G001423365	2	201174	1760	85009	85015	2040	1736325
G001423695	2	201174	1760	85006	85023	110932	1736341
G001423765	2	1224	28211	204457	41297	13687	1736345
G001423845	2	1224	28211	204457	41297	13687	1736350
G001423865	2	1239	91061	1385	186822	55080	1736290
G001423885	2	201174	1760	85006	85023	33886	1736292
G001423945	2	976	117747	200666	84566	84567	1736297
G001423985	2	976	117743	200644	49546	237	1736351
G001424025	2	1224	28211	204458	76892	41275	1736353
G001424105	2	976	117743	200644	49546	59732	1736361
G001424145	2	976	117743	200644	49546	59732	1736366
G001424165	2	1224	28216	80840	75682	149698	1736272
G001424265	2	1224	28216	80840	80864	12916	1736280
G001424305	2	976	117747	200666	84566	84567	1736286
G001424385	2	201174	1760	85006	85023	2034	1736291
G001424455	2	201174	1760	1643682	85030	1860	1736354
G001424485	2	201174	1760	1643682	85030	88138	1736356
G001424525	2	1224	28211	356	119045	407	1736364
G001424545	2	1224	28216	80840	80864	174951	1736365
G001424565	2	201174	1760	85006	1268	1663	1736273
G001424585	2	976	117743	200644	49546	59732	1736289
G001424665	2	1224	28216	206350	32011	16	1736373
G001424685	2	1224	28211	356	255475	414371	1736381
G001424755	2	201174	1760	85009	85015	86795	1736379
G001424785	2	1224	28216	80840	0	212743	1736511
G001424795	2	1224	28211	356	69277	31988	1736420
G001424905	2	201174	1760	85006	85023	110932	1736426
G001424985	2	1224	28211	356	82115	379	1736429
G001425085	2	201174	1760	85006	85023	110932	1736525
G001425305	2	1224	28211	204458	76892	20	1736445
G001425325	2	201174	1760	85006	85023	110932	1736446
G001425405	2	1224	28211	204457	41297	13687	1736370
G001425465	2	1224	28211	356	119045	407	1736382
G001425575	2	1224	28211	356	255475	182269	1736378
G001425785	2	1224	28216	80840	0	212743	1736433
G001425835	2	1224	28211	356	41294	1033	1736436
G001425865	2	1224	28216	80840	0	212743	1736528
G001425945	2	1224	28211	204458	76892	41275	1736443
G001426185	2	201174	1760	85007	85025	1827	1736307
G001426195	2	1224	28211	204457	41297	13687	1736343
G001426225	2	1224	28211	356	41294	85413	1736346
G001426345	2	1224	28211	356	45401	46913	1736537
G001426375	2	1239	91061	1385	186822	44249	1736538
G001426435	2	201174	1760	622452	83778	908626	1736539
G001426485	2	201174	1760	85009	85015	2040	1736540
G001426545	2	201174	1760	85007	1762	1763	1736457
G001426665	2	1224	28211	356	82115	379	1736456
G001426755	2	201174	1760	85009	85015	2040	1736550
G001426925	2	201174	1760	85006	85023	33882	1736553
G001426945	2	1224	28211	356	335928	556257	1736466
G001426965	2	1224	28211	356	69277	68287	1736469
G001427085	2	1224	28211	204457	41297	165697	1736474
G001427145	2	201174	1760	85006	85023	33882	1736478
G001427225	2	1224	1236	135614	32033	68	1736549
G001427385	2	1224	28211	356	69277	68287	1736477
G001427525	2	201174	1760	85006	85023	33882	1736570
G001427625	2	1224	28211	356	82115	379	1736577
G001427705	2	1224	28216	80840	80864	335058	1736580
G001427795	2	201174	1760	85009	85015	1839	1736586
G001427825	2	1224	28211	204458	76892	41275	1736569
G001427865	2	1224	28211	204457	335929	361177	1736584
G001427875	2	1224	28211	356	45401	46913	1736587
G001427915	2	201174	1760	85006	85021	367298	1736562
G001427925	2	201174	1760	85009	85015	1839	1736475
G001427985	2	201174	1760	85006	85021	136099	1736394
G001428025	2	201174	1760	85006	85021	367298	1736397
G001428065	2	201174	1760	85006	85021	99479	1736399
G001428125	2	201174	1760	85009	85015	1839	1736408
G001428255	2	201174	1760	85006	85023	33877	1736390
G001428305	2	201174	1760	85006	85021	53457	1736393
G001428365	2	201174	1760	85006	1268	1663	1736402
G001428405	2	1224	1236	135614	1775411	70411	1736407
G001428435	2	201174	1760	85006	1268	1663	1736410
G001428485	2	201174	1760	85006	85023	33882	1736483
G001428505	2	201174	1760	85006	85021	53355	1736484
G001428545	2	1224	28216	80840	75682	1344552	1736487
G001428565	2	201174	1760	85009	85015	1839	1736488
G001428645	2	1224	28216	80840	80864	12916	1736492
G001428745	2	201174	1760	85006	85023	110932	1736496
G001428765	2	201174	1760	85009	85015	1839	1736600
G001428805	2	201174	1760	85009	85015	2040	1736498
G001428865	2	1224	28211	204457	41297	13687	1736501
G001428895	2	201174	1760	85007	1762	1763	1736504
G001429025	2	1224	28211	204458	76892	20	1736591
G001429255	2	201174	1760	85006	85016	1707	1736609
G001429315	2	1224	1236	135614	32033	68	1736612
G001429395	2	1224	28211	356	41294	85413	1736524
G001429505	2	1224	28211	356	41294	85413	1736544
G001429555	2	201174	1760	85009	85015	1839	1736413
G001429625	2	201174	1760	85009	85015	1839	1736416
G001429685	2	201174	1760	85006	85021	367298	1736415
G001429705	2	201174	1760	85006	85023	355929	1736417
G001429805	2	201174	1760	85011	2062	2063	1736486
G001429825	2	1239	91061	1385	186817	1386	1736389
G001430705	2	1224	28211	356	82115	34019	34021
G001430755	2	1619053	1801911	1803398	0	1803399	1735162
G001430805	2	1619053	1801911	1803398	0	1803399	1735162
G001430825	2	976	117743	200644	49546	389486	1453352
G001430845	2	1619053	1801911	1803398	0	1803399	1735162
G001430885	2	1619053	1801911	1803398	0	1803399	1735162
G001430905	2	1619053	1801911	1803398	0	1803399	1735162
G001431195	2	1239	91061	1385	186817	84406	480284
G001431315	2	1224	1236	118969	118968	1755683	437022
G001431365	2	976	117743	200644	49546	143222	270918
G001431405	2	1224	1236	135614	32033	83618	344882
